,center,steering
722,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_35_575.jpg,-0.05
723,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_35_646.jpg,-0.25
724,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_35_714.jpg,-0.21241100000000002
725,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_35_781.jpg,-0.03600079
728,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_35_993.jpg,0.05
729,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_065.jpg,0.0467715
736,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_558.jpg,0.15
737,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_630.jpg,0.1818909
738,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_700.jpg,0.01435719
739,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_770.jpg,-0.05
740,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_36_845.jpg,-0.03961691
745,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_37_192.jpg,-0.15
746,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_37_267.jpg,-0.01027312
756,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_37_970.jpg,0.05
757,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_039.jpg,0.2
758,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_110.jpg,0.3205329
759,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_177.jpg,0.14349220000000001
761,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_313.jpg,0.0
762,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_381.jpg,-0.1
763,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_457.jpg,-0.3
764,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_526.jpg,-0.20424029999999999
765,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_598.jpg,-0.01294575
767,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_747.jpg,0.0
769,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_890.jpg,-0.1
770,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_38_960.jpg,-0.25
771,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_39_033.jpg,-0.21373989999999998
781,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_39_752.jpg,0.0
784,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_39_964.jpg,0.0
796,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_40_840.jpg,0.0
804,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_422.jpg,0.15
805,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_493.jpg,0.2614844
806,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_570.jpg,0.03375799
809,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_790.jpg,-0.2
810,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_864.jpg,-0.3200723
811,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_41_933.jpg,-0.1155413
813,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_071.jpg,0.05
814,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_148.jpg,0.1223683
820,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_585.jpg,0.2
821,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_655.jpg,0.1306424
823,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_794.jpg,-0.1
824,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_864.jpg,-0.263598
825,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_42_933.jpg,-0.05535237
827,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_075.jpg,0.1
828,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_147.jpg,0.03452531
832,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_432.jpg,0.0
834,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_573.jpg,0.15
835,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_649.jpg,0.17800020000000003
838,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_859.jpg,-0.05
839,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_43_932.jpg,-0.2446651
840,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_006.jpg,-0.02297373
844,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_291.jpg,-0.1
845,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_367.jpg,-0.24702739999999998
846,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_439.jpg,-0.06417823
847,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_510.jpg,0.0
849,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_652.jpg,-0.1
850,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_721.jpg,-0.25
851,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_797.jpg,-0.3069344
852,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_44_865.jpg,-0.07241428
863,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_45_652.jpg,0.0
871,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_46_239.jpg,0.0
872,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_46_310.jpg,0.0
876,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_46_599.jpg,0.0
881,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_46_946.jpg,0.0
883,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_083.jpg,-0.2
884,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_155.jpg,-0.1633844
892,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_726.jpg,-0.15
893,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_795.jpg,-0.3
894,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_868.jpg,-0.5000001000000001
895,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_47_939.jpg,-0.6500001
896,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_48_011.jpg,-0.8500001
897,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_48_084.jpg,-0.809979
898,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_48_158.jpg,-0.6287026
899,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_48_230.jpg,-0.3744849
900,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_48_301.jpg,-0.18990520000000002
910,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_021.jpg,0.0
911,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_093.jpg,-0.2
912,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_163.jpg,-0.4
913,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_239.jpg,-0.5500001
914,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_309.jpg,-0.7500001999999999
915,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_381.jpg,-0.861778
916,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_452.jpg,-0.6150856
917,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_524.jpg,-0.3966433
918,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_49_592.jpg,-0.2128433
928,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_50_503.jpg,0.0
933,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_50_869.jpg,-0.15
934,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_50_945.jpg,-0.35
935,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_014.jpg,-0.5000001000000001
936,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_093.jpg,-0.7
937,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_160.jpg,-0.9283148999999999
938,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_235.jpg,-0.7031343000000001
939,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_310.jpg,-0.45905859999999993
940,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_379.jpg,-0.30905859999999996
941,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_453.jpg,-0.1090586
942,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_536.jpg,0.3995205
943,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_610.jpg,0.17798670000000003
946,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_822.jpg,0.1
947,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_895.jpg,0.3
948,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_51_970.jpg,0.4007914
949,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_52_042.jpg,0.22472489999999998
953,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_52_323.jpg,0.0
958,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_52_674.jpg,0.0
963,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_044.jpg,0.0
964,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_121.jpg,-0.15
965,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_197.jpg,-0.19780620000000002
967,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_341.jpg,0.0
972,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_695.jpg,-0.15
973,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_772.jpg,-0.2696366
974,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_839.jpg,-0.09875653
976,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_53_980.jpg,0.0
977,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_54_055.jpg,0.0
979,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_54_202.jpg,0.05
980,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_54_276.jpg,0.03722262
985,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_54_641.jpg,0.0
986,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_54_716.jpg,0.10184299999999999
990,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_000.jpg,-0.1
991,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_069.jpg,-0.2783283
992,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_139.jpg,-0.09850777
993,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_209.jpg,0.0
996,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_439.jpg,0.15
997,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_506.jpg,0.274573
998,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_55_576.jpg,0.09108461
1005,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_56_067.jpg,0.0
1011,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_56_494.jpg,0.0
1016,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_56_852.jpg,0.0
1033,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_066.jpg,0.2
1034,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_137.jpg,0.35
1035,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_204.jpg,0.5500001
1036,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_277.jpg,0.7
1037,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_349.jpg,0.9000002
1038,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_421.jpg,0.9145895
1039,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_491.jpg,0.6593408000000001
1040,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_564.jpg,0.44076190000000004
1041,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_632.jpg,0.2596617
1042,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_704.jpg,0.01939104
1044,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_855.jpg,0.2
1045,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_58_927.jpg,0.4
1046,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_59_004.jpg,0.6000001
1047,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_59_076.jpg,0.7117975000000001
1048,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_59_144.jpg,0.4839875
1049,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_59_218.jpg,0.26116300000000003
1050,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_12_59_285.jpg,0.06017174
1067,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_493.jpg,0.15
1068,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_563.jpg,0.3
1069,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_634.jpg,0.5000001000000001
1070,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_710.jpg,0.7
1071,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_777.jpg,0.8500001
1072,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_853.jpg,0.8063395000000001
1073,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_921.jpg,0.6341416
1074,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_00_996.jpg,0.40750759999999997
1075,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_069.jpg,0.1585736
1077,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_218.jpg,-0.15
1078,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_294.jpg,-0.35
1079,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_362.jpg,-0.5000001000000001
1080,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_434.jpg,-0.40105630000000003
1081,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_503.jpg,-0.19195109999999999
1082,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_574.jpg,-0.004531286
1083,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_650.jpg,0.19546870000000002
1084,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_722.jpg,0.3454687
1085,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_793.jpg,0.15962910000000002
1087,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_01_931.jpg,-0.05
1088,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_02_004.jpg,-0.25
1089,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_02_076.jpg,-0.2913615
1090,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_02_145.jpg,-0.05020409
1095,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_02_494.jpg,0.0
1101,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_02_918.jpg,0.0
1113,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_03_778.jpg,0.15
1114,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_03_849.jpg,0.1379215
1118,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_04_135.jpg,-0.14544920000000003
1121,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_04_355.jpg,0.0
1122,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_04_421.jpg,0.0
1123,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_04_490.jpg,0.0
1124,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_04_558.jpg,0.0
1132,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_05_144.jpg,-0.2
1133,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_05_213.jpg,-0.13471670000000002
1141,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_05_768.jpg,-0.15
1142,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_05_836.jpg,-0.11596989999999999
1144,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_05_975.jpg,0.0
1146,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_06_118.jpg,0.0
1151,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_06_460.jpg,-0.05
1152,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_06_535.jpg,-0.25
1153,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_06_606.jpg,-0.0835593
1158,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_06_963.jpg,-0.1
1159,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_030.jpg,-0.1482685
1163,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_310.jpg,-0.2
1164,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_382.jpg,-0.35
1165,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_456.jpg,-0.1991906
1166,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_529.jpg,0.0
1169,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_738.jpg,-0.05
1170,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_807.jpg,-0.25
1171,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_881.jpg,-0.2714262
1172,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_07_955.jpg,-0.03044739
1174,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_091.jpg,0.0
1180,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_511.jpg,0.0
1183,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_719.jpg,-0.05
1184,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_792.jpg,-0.25
1185,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_863.jpg,-0.45
1186,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_08_935.jpg,-0.6000001
1187,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_004.jpg,-0.8000001
1188,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_077.jpg,-0.8608259
1189,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_147.jpg,-0.6281558
1190,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_215.jpg,-0.44607520000000006
1191,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_286.jpg,-0.2115292
1192,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_358.jpg,-0.2441745
1193,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_429.jpg,-0.44417460000000003
1194,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_498.jpg,-0.33039840000000004
1195,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_567.jpg,-0.09627113
1200,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_922.jpg,0.0
1201,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_09_989.jpg,-0.15
1202,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_062.jpg,-0.3
1203,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_130.jpg,-0.1254979
1209,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_554.jpg,-0.2
1210,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_631.jpg,-0.4
1211,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_704.jpg,-0.3073593
1212,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_10_778.jpg,-0.10943980000000002
1218,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_11_208.jpg,-0.2
1219,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_11_280.jpg,-0.1950326
1234,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_359.jpg,-0.1
1235,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_433.jpg,-0.3
1236,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_502.jpg,-0.45
1237,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_571.jpg,-0.6500001
1238,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_644.jpg,-0.8500001
1239,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_716.jpg,-0.8355195
1240,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_790.jpg,-0.6110696999999999
1241,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_860.jpg,-0.46106959999999997
1242,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_12_935.jpg,0.18788529999999998
1245,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_152.jpg,0.1
1246,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_222.jpg,0.25
1247,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_292.jpg,0.45
1248,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_365.jpg,0.35048270000000004
1249,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_436.jpg,0.1580711
1255,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_13_861.jpg,0.0
1265,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_14_567.jpg,0.0
1270,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_14_926.jpg,-0.1
1271,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_14_994.jpg,-0.25
1272,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_066.jpg,-0.369546
1273,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_134.jpg,-0.1908302
1276,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_350.jpg,-0.15
1277,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_424.jpg,-0.35
1278,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_492.jpg,-0.5000001000000001
1279,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_560.jpg,-0.469167
1280,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_632.jpg,-0.2027487
1283,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_15_844.jpg,0.0
1288,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_16_205.jpg,-0.2
1289,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_16_280.jpg,-0.03090797
1298,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_16_927.jpg,-0.05
1299,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_000.jpg,-0.2
1300,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_070.jpg,-0.1941655
1301,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_141.jpg,-0.02841512
1303,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_285.jpg,-0.1
1304,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_356.jpg,-0.25
1305,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_426.jpg,-0.3025953
1306,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_17_498.jpg,-0.11463599999999999
1320,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_18_486.jpg,-0.05
1321,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_18_558.jpg,-0.2
1322,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_18_631.jpg,-0.04506815
1327,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_18_985.jpg,-0.1
1328,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_19_052.jpg,-0.1797134
1336,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_19_611.jpg,-0.2
1341,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_19_972.jpg,-0.05
1342,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_20_046.jpg,-0.25
1343,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_20_117.jpg,-0.3025817
